LAF Auction Date,Report Date,Year,Repo (Fixed Rate)_Repo/Reverse Repo Period (Days),Repo (Fixed Rate)_Bids Received_Number,Repo (Fixed Rate)_Bids Received_Amount,Repo (Fixed Rate)_Bids Accepted_Number,Repo (Fixed Rate)_Bids Accepted_Amount,Repo (Fixed Rate)_Cut-off Rate (%),Reverse Repo (Fixed Rate)_Bids Received_Number,Reverse Repo (Fixed Rate)_Bids Received_Amount,Reverse Repo (Fixed Rate)_Bids Accepted_Number,Reverse Repo (Fixed Rate)_Bids Accepted_Amount,Reverse Repo (Fixed Rate)_Cut-off Rate (%),Repo (Variable Rate)_Period (Days),Repo (Variable Rate)_Bids Received_Number,Repo (Variable Rate)_Bids Received_Amount,Repo (Variable Rate)_Bids Accepted_Number,Repo (Variable Rate)_Bids Accepted_Amount,Repo (Variable Rate)_Cut-off Rate (%),Reverse Repo (Variable Rate)_Period (Days),Reverse Repo (Variable Rate)_Bids Received_Number,Reverse Repo (Variable Rate)_Bids Received_Amount,Reverse Repo (Variable Rate)_Bids Accepted_Number,Reverse Repo (Variable Rate)_Bids Accepted_Amount,Reverse Repo (Variable Rate)_Cut-off Rate (%)
"Jul 16, 2018",2018-07-16,2018,1.0,16.0,13468.0,16.0,13468.0,6.25,40.0,8579.0,40.0,8579.0,6.0,,,,,,,7.0,7.0,2936.0,7.0,2936.0,6.24
"Jul 13, 2018",2018-07-13,2018,3.0,15.0,6928.0,15.0,6928.0,6.25,46.0,10341.0,46.0,10341.0,6.0,14.0,10.0,12198.0,10.0,12198.0,6.26,,,,,,
"Jul 12, 2018",2018-07-12,2018,1.0,10.0,6143.0,10.0,6143.0,6.25,43.0,10860.0,43.0,10860.0,6.0,,,,,,,7.0,12.0,13884.0,12.0,13884.0,6.24
"Jul 11, 2018",2018-07-11,2018,1.0,14.0,6646.0,14.0,6646.0,6.25,39.0,6878.0,39.0,6878.0,6.0,,,,,,,7.0,7.0,7477.0,7.0,7477.0,6.24
"Jul 10, 2018",2018-07-10,2018,1.0,15.0,8688.0,15.0,8688.0,6.25,15.0,921.0,15.0,921.0,6.0,14.0,17.0,14900.0,17.0,14900.0,6.26,7.0,4.0,5051.0,4.0,5051.0,6.24
"Jul 09, 2018",2018-07-09,2018,1.0,17.0,7806.0,17.0,7806.0,6.25,33.0,8559.0,33.0,8559.0,6.0,,,,,,,7.0,8.0,3457.0,8.0,3457.0,6.24
"Jul 07, 2018",2018-07-07,2018,2.0,14.0,12692.0,14.0,12692.0,6.25,23.0,4026.0,23.0,4026.0,6.0,,,,,,,,,,,,
"Jul 06, 2018",2018-07-06,2018,3.0,9.0,4493.0,9.0,4492.0,6.25,71.0,20266.0,71.0,20266.0,6.0,14.0,9.0,5430.0,9.0,5430.0,6.26,3.0,27.0,21030.0,27.0,20002.0,6.24
"Jul 05, 2018",2018-07-05,2018,1.0,5.0,3896.0,5.0,3896.0,6.25,70.0,46425.0,70.0,46425.0,6.0,,,,,,,7.0,17.0,14776.0,17.0,14776.0,6.24
"Jul 04, 2018",2018-07-04,2018,1.0,5.0,3897.0,5.0,3897.0,6.25,71.0,54432.0,71.0,54432.0,6.0,,,,,,,7.0,12.0,18555.0,12.0,18555.0,6.24
"Jul 03, 2018",2018-07-03,2018,1.0,5.0,3841.0,5.0,3841.0,6.25,71.0,45291.0,71.0,45291.0,6.0,14.0,10.0,6842.0,10.0,6842.0,6.26,7.0,20.0,23113.0,20.0,23113.0,6.24
"Jul 02, 2018",2018-07-02,2018,1.0,7.0,3871.0,7.0,3871.0,6.25,66.0,42544.0,66.0,42544.0,6.0,,,,,,,4.0,23.0,19518.0,23.0,19518.0,6.24
"Jun 30, 2018",2018-06-30,2018,2.0,10.0,4134.0,10.0,4134.0,6.25,48.0,51129.0,48.0,51129.0,6.0,,,,,,,,,,,,
"Jun 29, 2018",2018-06-29,2018,3.0,11.0,9718.0,11.0,9718.0,6.25,48.0,16921.0,48.0,16921.0,6.0,14.0,14.0,15810.0,14.0,15810.0,6.26,7.0,7.0,5609.0,7.0,5609.0,6.24
"Jun 29, 2018",2018-06-29,2018,,,,,,,,,,,,,,,,,,3.0,9.0,8160.0,9.0,8160.0,6.24
"Jun 28, 2018",2018-06-28,2018,1.0,5.0,3723.0,5.0,3723.0,6.25,57.0,40979.0,57.0,40979.0,6.0,,,,,,,7.0,7.0,3411.0,7.0,3411.0,6.24
"Jun 27, 2018",2018-06-27,2018,1.0,5.0,3841.0,5.0,3841.0,6.25,51.0,30455.0,51.0,30455.0,6.0,,,,,,,7.0,10.0,15330.0,10.0,15330.0,6.24
"Jun 26, 2018",2018-06-26,2018,1.0,6.0,4841.0,6.0,4841.0,6.25,48.0,33226.0,48.0,33226.0,6.0,14.0,21.0,26400.0,16.0,22502.0,6.27,7.0,9.0,14650.0,9.0,14650.0,6.24
"Jun 25, 2018",2018-06-25,2018,1.0,9.0,9136.0,9.0,9136.0,6.25,42.0,12133.0,42.0,12133.0,6.0,,,,,,,,,,,,
"Jun 22, 2018",2018-06-22,2018,3.0,23.0,18698.0,23.0,18698.0,6.25,70.0,27692.0,70.0,27692.0,6.0,3.0,26.0,32010.0,14.0,20002.0,6.28,,,,,,
"Jun 22, 2018",2018-06-22,2018,,,,,,,,,,,,14.0,33.0,42655.0,28.0,22506.0,6.27,,,,,,
"Jun 21, 2018",2018-06-21,2018,1.0,38.0,24136.0,38.0,24136.0,6.25,42.0,8678.0,42.0,8678.0,6.0,1.0,32.0,42650.0,24.0,20009.0,6.27,,,,,,
"Jun 20, 2018",2018-06-20,2018,1.0,27.0,19796.0,27.0,19796.0,6.25,36.0,4692.0,36.0,4692.0,6.0,,,,,,,,,,,,
"Jun 18, 2018",2018-06-18,2018,1.0,11.0,6196.0,11.0,6196.0,6.25,41.0,6553.0,41.0,6553.0,6.0,,,,,,,7.0,6.0,7617.0,6.0,7617.0,6.24
"Jun 15, 2018",2018-06-15,2018,3.0,5.0,3841.0,5.0,3841.0,6.25,43.0,8102.0,43.0,8102.0,6.0,14.0,10.0,10977.0,10.0,10977.0,6.26,7.0,15.0,11456.0,15.0,11456.0,6.24
"Jun 14, 2018",2018-06-14,2018,1.0,7.0,4176.0,7.0,4176.0,6.25,55.0,19274.0,55.0,19274.0,6.0,,,,,,,14.0,3.0,2220.0,3.0,2220.0,6.24
"Jun 14, 2018",2018-06-14,2018,,,,,,,,,,,,,,,,,,4.0,26.0,32037.0,26.0,32037.0,6.24
"Jun 13, 2018",2018-06-13,2018,1.0,5.0,3841.0,5.0,3841.0,6.25,43.0,8779.0,43.0,8779.0,6.0,,,,,,,,,,,,
"Jun 12, 2018",2018-06-12,2018,1.0,5.0,3728.0,5.0,3728.0,6.25,46.0,10094.0,46.0,10094.0,6.0,14.0,7.0,7450.0,7.0,7450.0,6.26,,,,,,
"Jun 11, 2018",2018-06-11,2018,1.0,5.0,3728.0,5.0,3728.0,6.25,36.0,15386.0,36.0,15386.0,6.0,,,,,,,7.0,8.0,4416.0,8.0,4416.0,6.24
"Jun 08, 2018",2018-06-08,2018,3.0,8.0,3630.0,8.0,3630.0,6.25,82.0,34138.0,82.0,34138.0,6.0,14.0,8.0,7700.0,8.0,7700.0,6.26,7.0,14.0,10270.0,14.0,10270.0,6.24
"Jun 07, 2018",2018-06-07,2018,1.0,5.0,3243.0,5.0,3243.0,6.25,67.0,38712.0,67.0,38712.0,6.0,,,,,,,7.0,19.0,63133.0,19.0,60004.0,6.24
"Jun 07, 2018",2018-06-07,2018,,,,,,,,,,,,,,,,,,14.0,3.0,1225.0,3.0,1225.0,6.24
"Jun 06, 2018",2018-06-06,2018,1.0,5.0,3881.0,5.0,3881.0,6.0,84.0,107005.0,84.0,107005.0,6.0,,,,,,,7.0,2.0,2100.0,2.0,2100.0,5.99
"Jun 05, 2018",2018-06-05,2018,1.0,6.0,3661.0,6.0,3661.0,6.0,63.0,80177.0,63.0,80177.0,5.75,14.0,24.0,29305.0,24.0,22005.0,6.01,7.0,9.0,8410.0,9.0,8410.0,5.99
"Jun 05, 2018",2018-06-05,2018,,,,,,,,,,,,,,,,,,14.0,1.0,300.0,1.0,300.0,5.99
"Jun 04, 2018",2018-06-04,2018,1.0,5.0,3753.0,5.0,3753.0,6.0,73.0,77125.0,73.0,77125.0,5.75,,,,,,,7.0,10.0,9940.0,10.0,9940.0,5.99
"Jun 04, 2018",2018-06-04,2018,,,,,,,,,,,,,,,,,,14.0,1.0,500.0,1.0,500.0,5.99
"Jun 02, 2018",2018-06-02,2018,2.0,,,,,,47.0,22445.0,47.0,22445.0,5.75,,,,,,,,,,,,
"Jun 02, 2018",2018-06-02,2018,,,,,,,,,,,,,,,,,,,,,,,
"Jun 01, 2018",2018-06-01,2018,3.0,8.0,5669.0,8.0,5669.0,6.0,47.0,30139.0,47.0,30139.0,5.75,14.0,13.0,14267.0,13.0,14267.0,6.01,7.0,5.0,4808.0,5.0,4808.0,5.99
"May 31, 2018",2018-05-31,2018,1.0,5.0,3768.0,5.0,3768.0,6.0,32.0,3722.0,32.0,3722.0,5.75,,,,,,,7.0,9.0,14712.0,9.0,14712.0,5.99
"May 30, 2018",2018-05-30,2018,1.0,5.0,3618.0,5.0,3618.0,6.0,38.0,11925.0,38.0,11925.0,5.75,,,,,,,7.0,13.0,22473.0,13.0,22473.0,5.99
"May 29, 2018",2018-05-29,2018,1.0,6.0,3618.0,6.0,3618.0,6.0,52.0,23017.0,52.0,23017.0,5.75,14.0,7.0,4500.0,7.0,4500.0,6.01,7.0,15.0,16435.0,15.0,10006.0,5.99
"May 28, 2018",2018-05-28,2018,1.0,6.0,3858.0,6.0,3858.0,6.0,46.0,13728.0,46.0,13728.0,5.75,,,,,,,7.0,15.0,13889.0,15.0,13889.0,5.99
"May 25, 2018",2018-05-25,2018,3.0,8.0,6908.0,8.0,6908.0,6.0,82.0,36808.0,82.0,36808.0,5.75,14.0,10.0,5367.0,10.0,5367.0,6.01,7.0,15.0,12155.0,15.0,12155.0,5.99
"May 24, 2018",2018-05-24,2018,1.0,6.0,4943.0,6.0,4943.0,6.0,50.0,16447.0,50.0,16447.0,5.75,,,,,,,7.0,16.0,22460.0,16.0,22460.0,5.99
"May 23, 2018",2018-05-23,2018,1.0,16.0,14767.0,16.0,14767.0,6.0,39.0,11705.0,39.0,11705.0,5.75,,,,,,,,,,,,
"May 22, 2018",2018-05-22,2018,1.0,23.0,16812.0,23.0,16812.0,6.0,34.0,7853.0,34.0,7853.0,5.75,14.0,15.0,19505.0,15.0,19505.0,6.01,,,,,,
"May 21, 2018",2018-05-21,2018,1.0,13.0,10668.0,13.0,10668.0,6.0,31.0,5373.0,31.0,5373.0,5.75,,,,,,,,,,,,
"May 19, 2018",2018-05-19,2018,2.0,,,,,,25.0,4330.0,25.0,4330.0,5.75,,,,,,,,,,,,
"May 19, 2018",2018-05-19,2018,,,,,,,,,,,,,,,,,,,,,,,
"May 18, 2018",2018-05-18,2018,3.0,27.0,12419.0,27.0,12419.0,6.0,29.0,11158.0,29.0,11158.0,5.75,14.0,10.0,12050.0,10.0,12050.0,6.01,7.0,6.0,6975.0,6.0,6975.0,5.99
"May 17, 2018",2018-05-17,2018,1.0,7.0,3955.0,7.0,3955.0,6.0,24.0,1984.0,24.0,1984.0,5.75,,,,,,,7.0,12.0,17103.0,12.0,17103.0,5.99
"May 16, 2018",2018-05-16,2018,1.0,6.0,4453.0,6.0,4453.0,6.0,42.0,6527.0,42.0,6527.0,5.75,,,,,,,7.0,8.0,8804.0,8.0,8804.0,5.99
"May 15, 2018",2018-05-15,2018,1.0,7.0,5383.0,7.0,5383.0,6.0,42.0,9622.0,42.0,9622.0,5.75,14.0,13.0,18117.0,13.0,18117.0,6.01,7.0,8.0,5705.0,8.0,5705.0,5.99
"May 14, 2018",2018-05-14,2018,1.0,12.0,7257.0,12.0,7257.0,6.0,43.0,11861.0,43.0,11861.0,5.75,,,,,,,7.0,4.0,4625.0,4.0,4625.0,5.99
"May 11, 2018",2018-05-11,2018,3.0,14.0,7231.0,14.0,7231.0,6.0,86.0,33950.0,86.0,33950.0,5.75,14.0,17.0,10112.0,17.0,10112.0,6.01,7.0,20.0,20120.0,20.0,20120.0,5.99
"May 10, 2018",2018-05-10,2018,1.0,9.0,5608.0,9.0,5608.0,6.0,47.0,11780.0,47.0,11780.0,5.75,,,,,,,7.0,17.0,20859.0,17.0,20859.0,5.99
"May 09, 2018",2018-05-09,2018,1.0,20.0,16746.0,20.0,16746.0,6.0,50.0,10766.0,50.0,10766.0,5.75,,,,,,,,,,,,
"May 08, 2018",2018-05-08,2018,1.0,22.0,17237.0,22.0,17237.0,6.0,50.0,9248.0,50.0,9248.0,5.75,1.0,13.0,19200.0,13.0,19200.0,6.01,,,,,,
"May 08, 2018",2018-05-08,2018,,,,,,,,,,,,14.0,17.0,15452.0,17.0,15452.0,6.01,,,,,,
"May 07, 2018",2018-05-07,2018,1.0,25.0,14502.0,25.0,14502.0,6.0,39.0,6073.0,39.0,6073.0,5.75,1.0,8.0,9609.0,8.0,9609.0,6.01,,,,,,
"May 05, 2018",2018-05-05,2018,2.0,9.0,3210.0,9.0,3210.0,6.0,37.0,8153.0,37.0,8153.0,5.75,,,,,,,,,,,,
"May 04, 2018",2018-05-04,2018,3.0,6.0,4810.0,6.0,4810.0,6.0,33.0,5366.0,33.0,5366.0,5.75,14.0,6.0,4925.0,6.0,4925.0,6.01,7.0,11.0,17387.0,11.0,17387.0,5.99
"May 03, 2018",2018-05-03,2018,1.0,6.0,4735.0,6.0,4735.0,6.0,48.0,11122.0,48.0,11122.0,5.75,,,,,,,7.0,18.0,30119.0,18.0,30119.0,5.99
"May 02, 2018",2018-05-02,2018,1.0,6.0,3800.0,6.0,3800.0,6.0,48.0,11148.0,48.0,11148.0,5.75,13.0,7.0,5567.0,7.0,5567.0,6.01,7.0,17.0,27180.0,17.0,27180.0,5.99
"May 01, 2018",2018-05-01,2018,1.0,,,,,,27.0,13924.0,27.0,13924.0,5.75,,,,,,,,,,,,
"May 01, 2018",2018-05-01,2018,,,,,,,,,,,,,,,,,,,,,,,
"Apr 30, 2018",2018-04-30,2018,2.0,,,,,,15.0,7325.0,15.0,7325.0,5.75,,,,,,,,,,,,
"Apr 30, 2018",2018-04-30,2018,,,,,,,,,,,,,,,,,,,,,,,
"Apr 27, 2018",2018-04-27,2018,5.0,26.0,18926.0,26.0,18926.0,6.0,56.0,24820.0,56.0,24820.0,5.75,14.0,14.0,8550.0,14.0,8550.0,6.01,7.0,5.0,7390.0,5.0,7390.0,5.99
"Apr 26, 2018",2018-04-26,2018,1.0,14.0,12290.0,14.0,12290.0,6.0,53.0,14965.0,53.0,14965.0,5.75,,,,,,,7.0,14.0,42619.0,14.0,40005.0,5.99
"Apr 25, 2018",2018-04-25,2018,1.0,7.0,9020.0,7.0,9020.0,6.0,46.0,17040.0,46.0,17040.0,5.75,,,,,,,,,,,,
"Apr 24, 2018",2018-04-24,2018,1.0,9.0,11095.0,9.0,11095.0,6.0,53.0,15273.0,53.0,15273.0,5.75,1.0,7.0,32900.0,7.0,30004.0,6.01,,,,,,
"Apr 24, 2018",2018-04-24,2018,,,,,,,,,,,,14.0,13.0,12175.0,13.0,12175.0,6.01,,,,,,
"Apr 23, 2018",2018-04-23,2018,1.0,9.0,12010.0,9.0,12010.0,6.0,42.0,9532.0,42.0,9532.0,5.75,1.0,9.0,27450.0,9.0,20002.0,6.01,,,,,,
"Apr 21, 2018",2018-04-21,2018,2.0,5.0,2715.0,5.0,2715.0,6.0,24.0,5171.0,24.0,5171.0,5.75,,,,,,,,,,,,
"Apr 20, 2018",2018-04-20,2018,3.0,23.0,17282.0,23.0,17282.0,6.0,25.0,3262.0,25.0,3262.0,5.75,14.0,5.0,4250.0,5.0,4250.0,6.01,,,,,,
"Apr 19, 2018",2018-04-19,2018,1.0,8.0,10335.0,8.0,10335.0,6.0,28.0,4591.0,28.0,4591.0,5.75,,,,,,,7.0,9.0,14000.0,9.0,14000.0,5.99
"Apr 18, 2018",2018-04-18,2018,1.0,5.0,3635.0,5.0,3635.0,6.0,36.0,5497.0,36.0,5497.0,5.75,,,,,,,7.0,23.0,38281.0,23.0,38281.0,5.99
"Apr 17, 2018",2018-04-17,2018,1.0,6.0,3705.0,6.0,3705.0,6.0,37.0,8859.0,37.0,8859.0,5.75,15.0,6.0,4100.0,6.0,4100.0,6.01,7.0,15.0,15390.0,15.0,15390.0,5.99
"Apr 16, 2018",2018-04-16,2018,1.0,13.0,8610.0,13.0,8610.0,6.0,35.0,12369.0,35.0,12369.0,5.75,,,,,,,7.0,5.0,1333.0,5.0,1333.0,5.99
"Apr 13, 2018",2018-04-13,2018,3.0,8.0,4585.0,8.0,4585.0,6.0,72.0,32599.0,72.0,32599.0,5.75,14.0,10.0,6918.0,10.0,6918.0,6.01,7.0,9.0,17705.0,9.0,17705.0,5.99
"Apr 13, 2018",2018-04-13,2018,,,,,,,,,,,,,,,,,,14.0,3.0,2800.0,3.0,2800.0,5.99
"Apr 12, 2018",2018-04-12,2018,1.0,4.0,2760.0,4.0,2760.0,6.0,68.0,51860.0,68.0,51860.0,5.75,,,,,,,7.0,18.0,29600.0,18.0,29600.0,5.99
"Apr 12, 2018",2018-04-12,2018,,,,,,,,,,,,,,,,,,14.0,3.0,2230.0,3.0,2230.0,5.99
"Apr 11, 2018",2018-04-11,2018,1.0,5.0,3810.0,5.0,3810.0,6.0,61.0,39604.0,61.0,39604.0,5.75,,,,,,,14.0,4.0,3025.0,4.0,3025.0,5.99
"Apr 11, 2018",2018-04-11,2018,,,,,,,,,,,,,,,,,,7.0,17.0,23593.0,17.0,23593.0,5.99
"Apr 10, 2018",2018-04-10,2018,1.0,12.0,6475.0,12.0,6475.0,6.0,53.0,15731.0,53.0,15731.0,5.75,14.0,7.0,2550.0,7.0,2550.0,6.01,14.0,3.0,2370.0,3.0,2370.0,5.99
"Apr 10, 2018",2018-04-10,2018,,,,,,,,,,,,,,,,,,7.0,6.0,14788.0,6.0,14788.0,5.99
"Apr 09, 2018",2018-04-09,2018,1.0,7.0,3535.0,7.0,3535.0,6.0,53.0,22467.0,53.0,22467.0,5.75,,,,,,,7.0,12.0,5212.0,12.0,5212.0,5.99
"Apr 07, 2018",2018-04-07,2018,2.0,1.0,240.0,1.0,240.0,6.0,41.0,16436.0,41.0,16436.0,5.75,,,,,,,,,,,,
"Apr 06, 2018",2018-04-06,2018,3.0,6.0,3685.0,6.0,3623.0,6.0,53.0,34485.0,53.0,34485.0,5.75,14.0,5.0,4575.0,5.0,4575.0,6.01,7.0,16.0,31240.0,16.0,31240.0,5.99
"Apr 06, 2018",2018-04-06,2018,,,,,,,,,,,,,,,,,,14.0,6.0,4250.0,6.0,4250.0,5.99
"Apr 05, 2018",2018-04-05,2018,1.0,7.0,3750.0,7.0,3750.0,6.0,73.0,51039.0,73.0,51039.0,5.75,,,,,,,1.0,28.0,50390.0,8.0,20002.0,5.95
"Apr 05, 2018",2018-04-05,2018,,,,,,,,,,,,,,,,,,7.0,14.0,18315.0,14.0,18315.0,5.99
"Apr 05, 2018",2018-04-05,2018,,,,,,,,,,,,,,,,,,14.0,4.0,1705.0,4.0,1705.0,5.99
"Apr 04, 2018",2018-04-04,2018,1.0,5.0,3610.0,5.0,3610.0,6.0,76.0,93602.0,76.0,93602.0,5.75,,,,,,,7.0,17.0,22658.0,17.0,22658.0,5.99
"Apr 04, 2018",2018-04-04,2018,,,,,,,,,,,,,,,,,,14.0,11.0,14665.0,11.0,14665.0,5.99
"Apr 03, 2018",2018-04-03,2018,1.0,6.0,3430.0,6.0,3430.0,6.0,74.0,56840.0,74.0,56840.0,5.75,14.0,7.0,14450.0,7.0,14450.0,6.01,1.0,41.0,66011.0,41.0,66011.0,5.99
"Apr 03, 2018",2018-04-03,2018,,,,,,,,,,,,,,,,,,3.0,25.0,39100.0,25.0,39100.0,5.99
"Apr 03, 2018",2018-04-03,2018,,,,,,,,,,,,,,,,,,7.0,22.0,59360.0,22.0,59360.0,5.99
"Apr 03, 2018",2018-04-03,2018,,,,,,,,,,,,,,,,,,14.0,15.0,21895.0,15.0,21895.0,5.99
"Mar 31, 2018",2018-03-31,2018,3.0,16.0,15505.0,16.0,15501.0,6.0,70.0,62124.0,70.0,62124.0,5.75,,,,,,,,,,,,
"Mar 29, 2018",2018-03-29,2018,5.0,,,,,,50.0,71058.0,50.0,71058.0,5.75,,,,,,,,,,,,
"Mar 29, 2018",2018-03-29,2018,,,,,,,,,,,,,,,,,,,,,,,
"Mar 28, 2018",2018-03-28,2018,6.0,23.0,9717.0,23.0,9717.0,6.0,77.0,134045.0,77.0,134045.0,5.75,6.0,6.0,6573.0,6.0,6573.0,6.01,,,,,,
"Mar 28, 2018",2018-03-28,2018,,,,,,,,,,,,7.0,52.0,55571.0,45.0,50002.0,6.04,,,,,,
"Mar 28, 2018",2018-03-28,2018,,,,,,,,,,,,16.0,26.0,22760.0,26.0,22000.0,6.01,,,,,,
"Mar 27, 2018",2018-03-27,2018,1.0,9.0,8427.0,9.0,8427.0,6.0,77.0,68660.0,77.0,68660.0,5.75,14.0,31.0,40663.0,26.0,22005.0,6.02,1.0,13.0,16399.0,13.0,16399.0,5.99
"Mar 27, 2018",2018-03-27,2018,,,,,,,,,,,,28.0,26.0,21208.0,26.0,21208.0,6.01,,,,,,
"Mar 27, 2018",2018-03-27,2018,,,,,,,,,,,,,,,,,,7.0,4.0,11208.0,4.0,11208.0,5.99
"Mar 26, 2018",2018-03-26,2018,1.0,7.0,4465.0,7.0,4465.0,6.0,60.0,34659.0,60.0,34659.0,5.75,,,,,,,1.0,16.0,13203.0,16.0,13203.0,5.99
"Mar 26, 2018",2018-03-26,2018,,,,,,,,,,,,,,,,,,7.0,5.0,4100.0,5.0,4100.0,5.99
"Mar 23, 2018",2018-03-23,2018,3.0,8.0,4580.0,8.0,4580.0,6.0,65.0,46045.0,65.0,46045.0,5.75,14.0,25.0,20100.0,25.0,20100.0,6.01,5.0,6.0,2848.0,6.0,2848.0,5.99
"Mar 22, 2018",2018-03-22,2018,1.0,10.0,5202.0,10.0,5144.0,6.0,52.0,28895.0,52.0,28895.0,5.75,,,,,,,1.0,5.0,2530.0,5.0,2530.0,5.99
"Mar 22, 2018",2018-03-22,2018,,,,,,,,,,,,,,,,,,6.0,10.0,20088.0,10.0,20088.0,5.99
"Mar 21, 2018",2018-03-21,2018,1.0,11.0,6075.0,11.0,6017.0,6.0,43.0,18445.0,43.0,18445.0,5.75,,,,,,,1.0,11.0,32769.0,11.0,32769.0,5.99
"Mar 21, 2018",2018-03-21,2018,,,,,,,,,,,,,,,,,,7.0,3.0,11040.0,3.0,11040.0,5.99
"Mar 20, 2018",2018-03-20,2018,1.0,6.0,3460.0,6.0,3460.0,6.0,45.0,20367.0,45.0,20367.0,5.75,14.0,12.0,25000.0,12.0,22002.0,6.01,7.0,16.0,22902.0,16.0,22902.0,5.99
"Mar 20, 2018",2018-03-20,2018,,,,,,,,,,,,24.0,27.0,47505.0,24.0,25005.0,6.02,,,,,,
"Mar 20, 2018",2018-03-20,2018,,,,,,,,,,,,,,,,,,1.0,33.0,17478.0,33.0,17478.0,5.99
"Mar 19, 2018",2018-03-19,2018,1.0,10.0,5497.0,10.0,5497.0,6.0,49.0,20812.0,49.0,20812.0,5.75,,,,,,,7.0,7.0,5960.0,7.0,5960.0,5.99
"Mar 16, 2018",2018-03-16,2018,3.0,18.0,10297.0,18.0,10297.0,6.0,70.0,19721.0,70.0,19721.0,5.75,12.0,16.0,9475.0,16.0,9475.0,6.01,,,,,,
"Mar 15, 2018",2018-03-15,2018,1.0,6.0,3700.0,6.0,3700.0,6.0,58.0,30570.0,58.0,30570.0,5.75,,,,,,,7.0,8.0,2708.0,8.0,2708.0,5.99
"Mar 15, 2018",2018-03-15,2018,,,,,,,,,,,,,,,,,,1.0,20.0,35145.0,1.0,20000.0,5.89
"Mar 14, 2018",2018-03-14,2018,1.0,7.0,3410.0,7.0,3410.0,6.0,47.0,14463.0,47.0,14463.0,5.75,,,,,,,14.0,1.0,15.0,1.0,15.0,5.99
"Mar 14, 2018",2018-03-14,2018,,,,,,,,,,,,,,,,,,1.0,28.0,18957.0,28.0,18957.0,5.99
"Mar 14, 2018",2018-03-14,2018,,,,,,,,,,,,,,,,,,7.0,9.0,32740.0,9.0,32740.0,5.99
"Mar 13, 2018",2018-03-13,2018,1.0,6.0,3661.0,6.0,3661.0,6.0,55.0,57755.0,55.0,57755.0,5.75,14.0,9.0,6050.0,9.0,6050.0,6.01,14.0,1.0,30.0,1.0,30.0,5.99
"Mar 13, 2018",2018-03-13,2018,,,,,,,,,,,,28.0,19.0,37140.0,12.0,25005.0,6.02,,,,,,
"Mar 13, 2018",2018-03-13,2018,,,,,,,,,,,,,,,,,,7.0,8.0,28673.0,8.0,28673.0,5.99
"Mar 12, 2018",2018-03-12,2018,1.0,6.0,3640.0,6.0,3640.0,6.0,58.0,35330.0,58.0,35330.0,5.75,,,,,,,14.0,4.0,2515.0,4.0,2515.0,5.99
"Mar 12, 2018",2018-03-12,2018,,,,,,,,,,,,,,,,,,7.0,7.0,12146.0,7.0,12146.0,5.99
"Mar 09, 2018",2018-03-09,2018,3.0,7.0,3565.0,7.0,3565.0,6.0,50.0,16646.0,50.0,16646.0,5.75,14.0,7.0,4575.0,7.0,4575.0,6.01,7.0,8.0,11930.0,8.0,11930.0,5.99
"Mar 08, 2018",2018-03-08,2018,1.0,8.0,5165.0,6.0,3550.0,6.0,42.0,9207.0,42.0,9207.0,5.75,,,,,,,7.0,12.0,9027.0,12.0,9027.0,5.99
"Mar 08, 2018",2018-03-08,2018,,,,,,,,,,,,,,,,,,1.0,11.0,5568.0,11.0,5568.0,5.99
"Mar 07, 2018",2018-03-07,2018,1.0,6.0,4135.0,6.0,4135.0,6.0,39.0,15800.0,39.0,15800.0,5.75,,,,,,,7.0,7.0,17758.0,5.0,15003.0,5.98
"Mar 07, 2018",2018-03-07,2018,,,,,,,,,,,,,,,,,,1.0,24.0,15754.0,24.0,15001.0,5.99
"Mar 06, 2018",2018-03-06,2018,1.0,5.0,3600.0,5.0,3600.0,6.0,46.0,24335.0,46.0,24335.0,5.75,14.0,5.0,9200.0,5.0,9200.0,6.01,7.0,7.0,6042.0,7.0,6042.0,5.99
"Mar 06, 2018",2018-03-06,2018,,,,,,,,,,,,31.0,30.0,23305.0,30.0,23305.0,6.01,,,,,,
"Mar 05, 2018",2018-03-05,2018,1.0,6.0,3640.0,6.0,3640.0,6.0,52.0,28484.0,52.0,28484.0,5.75,,,,,,,14.0,2.0,760.0,2.0,760.0,5.99
"Mar 05, 2018",2018-03-05,2018,,,,,,,,,,,,,,,,,,7.0,13.0,19475.0,13.0,19475.0,5.99
"Mar 03, 2018",2018-03-03,2018,2.0,7.0,3660.0,7.0,3659.0,6.0,23.0,4900.0,23.0,4900.0,5.75,,,,,,,,,,,,
"Mar 02, 2018",2018-03-02,2018,3.0,,,,,,43.0,13905.0,43.0,13905.0,5.75,,,,,,,,,,,,
"Mar 02, 2018",2018-03-02,2018,,,,,,,,,,,,,,,,,,,,,,,
"Mar 01, 2018",2018-03-01,2018,4.0,9.0,7475.0,9.0,7475.0,6.0,63.0,25068.0,63.0,25068.0,5.75,15.0,13.0,11368.0,13.0,11368.0,6.01,14.0,4.0,3840.0,4.0,3840.0,5.99
"Mar 01, 2018",2018-03-01,2018,,,,,,,,,,,,,,,,,,7.0,14.0,10630.0,14.0,10630.0,5.99
"Feb 28, 2018",2018-02-28,2018,1.0,6.0,3640.0,6.0,3640.0,6.0,65.0,25043.0,65.0,25043.0,5.75,,,,,,,14.0,1.0,50.0,1.0,50.0,5.99
