Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Capital Market Sector,Real Estate Sector,Commodities,Total
2012,2012-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,2166.52,18780.32,,20946.84
2012,2012-03-31,CORPORATION BANK,NATIONALISED BANKS,False,1408.5,14984.86,,16393.36
2012,2012-03-31,DENA BANK,NATIONALISED BANKS,False,143.7,6172.9,,6316.6
2012,2012-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,3877.56,36784.47,,40662.03
2012,2012-03-31,INDIAN BANK,NATIONALISED BANKS,False,811.65,12310.02,,13121.67
2012,2012-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,2166.33,17485.23,,19651.56
2012,2012-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,1310.19,14539.64,,15849.83
2012,2012-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,192.54,7155.4,,7347.94
2012,2012-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,4042.71,48474.59,,52517.3
2012,2012-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,1385.44,16773.54,,18158.98
2012,2012-03-31,UCO BANK,NATIONALISED BANKS,False,832.85,11112.54,,11945.39
2012,2012-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,2388.63,20580.69,,22969.32
2012,2012-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,413.02,7647.55,,8060.57
2012,2012-03-31,VIJAYA BANK,NATIONALISED BANKS,False,463.73,11291.94,,11755.67
2012,2012-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,33601.86,344179.79,,377781.65
2012,2012-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,4746.85,52730.39,,57477.24
2012,2012-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,226.0,1234.15,,1460.15
2012,2012-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,0.82,628.52,,629.34
2012,2012-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,47.73,906.66,,954.39
2012,2012-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,62.83,1861.52,,1924.35
2012,2012-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,377.16,6854.27,,7231.43
2012,2012-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,7307.52,25020.26,,32327.78
2012,2012-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,20340.87,81421.73,,101762.6
2012,2012-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,1187.69,1736.91,,2924.6
2012,2012-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,395.71,6028.66,,6424.37
2012,2012-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,361.13,4451.64,,4812.77
2012,2012-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,243.15,2607.05,,2850.2
2012,2012-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,488.4,1699.63,,2188.03
2012,2012-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,1052.08,9832.37,,10884.45
2012,2012-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,77.42,526.93,,604.35
2012,2012-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,30.5,397.33,,427.83
2012,2012-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,45.6,253.19,,298.79
2012,2012-03-31,SBI COMMERCIAL & INTERNATIONAL BANK LTD,PRIVATE SECTOR BANKS,False,,,,
2012,2012-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,160.93,1659.61,,1820.54
2012,2012-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,146.6,1231.24,,1377.84
2012,2012-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,729.07,3590.95,,4320.02
2012,2012-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,38028.06,204673.0,,242701.06
2012,2012-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2012,2012-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,9.3,20.11,,29.41
2012,2012-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,,,,
2012,2012-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2012,2012-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,50.94,1486.05,,1536.99
2012,2012-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.58,24.72,,25.3
2012,2012-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,2.32,,2.32
2012,2012-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,670.0,,670.0
2012,2012-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,458.69,1571.99,,2030.68
2012,2012-03-31,BNP PARIBAS,FOREIGN BANKS,False,361.04,574.34,,935.38
2012,2012-03-31,CITIBANK N.A,FOREIGN BANKS,False,2766.28,15423.31,,18189.59
2012,2012-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,,,
2012,2012-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,
2012,2012-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,30.0,,30.0
2012,2012-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,,,
2012,2012-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,0.09,,0.09
2012,2012-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,65.0,829.84,,894.84
2012,2012-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,568.01,3583.38,,4151.38
2012,2012-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,
2012,2012-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,1093.05,10597.41,,11690.46
2012,2012-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,,1.82,,1.82
2012,2012-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,
2012,2012-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,74.99,707.08,,782.07
2012,2012-03-31,JSC VTB BANK,FOREIGN BANKS,False,,20.0,,20.0
2012,2012-03-31,KBC BANK N.V.,FOREIGN BANKS,False,,,,
2012,2012-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2012,2012-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,1.13,,1.13
2012,2012-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,2.53,,2.53
2012,2012-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,,,
2012,2012-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,
2012,2012-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2012,2012-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2012,2012-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,0.2,17.37,,17.57
2012,2012-03-31,SHINHAN BANK,FOREIGN BANKS,False,,33.44,,33.44
2012,2012-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.07,,,10.07
2012,2012-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2012,2012-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,2400.96,26027.78,,28428.74
2012,2012-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,423.78,665.82,,1089.6
2012,2012-03-31,UBS AG,FOREIGN BANKS,False,55.0,105.51,,160.51
2012,2012-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,,,
2012,2012-03-31,WOORI BANK,FOREIGN BANKS,False,,,,
2012,2012-03-31,FOREIGN BANKS,FOREIGN BANKS,True,8337.87,62396.05,,70733.92
2012,2012-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,84616.84,795565.3,,880182.14
2011,2011-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,207.96,4884.89,,5092.85
2011,2011-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,254.26,8614.83,,8869.09
2011,2011-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,10335.3,134623.49,,144958.79
2011,2011-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,170.11,4852.38,,5022.49
2011,2011-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,391.23,6164.33,,6555.56
2011,2011-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,252.42,9535.24,,9787.66
2011,2011-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,11611.28,168675.16,,180286.44
2011,2011-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,827.67,8620.44,,9448.11
2011,2011-03-31,ANDHRA BANK,NATIONALISED BANKS,False,910.11,9155.32,,10065.43
2011,2011-03-31,BANK OF BARODA,NATIONALISED BANKS,False,2606.44,23857.95,,26464.39
2011,2011-03-31,BANK OF INDIA,NATIONALISED BANKS,False,3247.43,20811.93,,24059.36
2011,2011-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,230.74,8110.51,,8341.25
2011,2011-03-31,CANARA BANK,NATIONALISED BANKS,False,3264.48,16450.69,,19715.17
2011,2011-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,2307.91,17350.99,,19658.9
2011,2011-03-31,CORPORATION BANK,NATIONALISED BANKS,False,1509.87,13572.66,,15082.53
2011,2011-03-31,DENA BANK,NATIONALISED BANKS,False,256.24,5164.97,,5421.21
2011,2011-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,4523.35,31291.29,,35814.64
2011,2011-03-31,INDIAN BANK,NATIONALISED BANKS,False,894.88,9651.87,,10546.75
2011,2011-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,1724.54,15041.33,,16765.87
2011,2011-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,1317.17,15106.12,,16423.29
2011,2011-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,145.12,6459.79,,6604.91
2011,2011-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,3804.86,42687.77,,46492.63
2011,2011-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,1536.63,14049.39,,15586.02
2011,2011-03-31,UCO BANK,NATIONALISED BANKS,False,917.85,12190.5,,13108.35
2011,2011-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,2312.77,18542.74,,20855.51
2011,2011-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,365.87,9046.15,,9412.02
2011,2011-03-31,VIJAYA BANK,NATIONALISED BANKS,False,407.03,10196.81,,10603.84
2011,2011-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,33110.96,307359.22,,340470.18
2011,2011-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,3541.75,39401.32,,42943.07
2011,2011-03-31,BANK OF RAJASTHAN LTD,PRIVATE SECTOR BANKS,False,,,,
2011,2011-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,134.25,869.23,,1003.48
2011,2011-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,9.24,650.85,,660.09
2011,2011-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,53.48,694.28,,747.76
2011,2011-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,66.62,1085.9,,1152.52
2011,2011-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,300.63,6887.31,,7187.94
2011,2011-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,6020.58,30277.17,,36297.75
2011,2011-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,26572.95,77733.98,,104306.93
2011,2011-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,820.22,1506.47,,2326.69
2011,2011-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,231.37,5871.46,,6102.84
2011,2011-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,612.61,2942.89,,3555.5
2011,2011-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,247.29,1938.96,,2186.25
2011,2011-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,348.42,1142.11,,1490.53
2011,2011-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,1012.91,8988.1,,10001.01
2011,2011-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,109.55,619.08,,728.63
2011,2011-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,18.76,339.19,,357.95
2011,2011-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,11.8,92.0,,103.8
2011,2011-03-31,SBI COMMERCIAL & INTERNATIONAL BANK LTD,PRIVATE SECTOR BANKS,False,3.92,10.28,,14.19
2011,2011-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,106.38,1616.15,,1722.53
2011,2011-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,77.95,1024.61,,1102.56
2011,2011-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,936.78,2361.53,,3298.31
2011,2011-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,41237.46,186052.88,,227290.34
2011,2011-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2011,2011-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,10.74,19.14,,29.88
2011,2011-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,,,,
2011,2011-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,44.06,1186.01,,1230.07
2011,2011-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,1.27,23.47,,24.74
2011,2011-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,1.51,,1.51
2011,2011-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,670.0,,670.0
2011,2011-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,587.86,1699.39,,2287.25
2011,2011-03-31,BNP PARIBAS,FOREIGN BANKS,False,288.04,603.05,,891.09
2011,2011-03-31,CITIBANK N.A,FOREIGN BANKS,False,2533.94,11849.1,,14383.04
2011,2011-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,,,
2011,2011-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,30.0,,30.0
2011,2011-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,0.1,,0.1
2011,2011-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,85.0,672.4,,757.4
2011,2011-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,542.72,2827.55,,3370.27
2011,2011-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,
2011,2011-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,1185.76,10336.65,,11522.41
2011,2011-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,,2.06,,2.06
2011,2011-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,8.04,373.27,,381.31
2011,2011-03-31,JSC VTB BANK,FOREIGN BANKS,False,,14.0,,14.0
2011,2011-03-31,KBC BANK N.V.,FOREIGN BANKS,False,,,,
2011,2011-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2011,2011-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,1.13,,1.13
2011,2011-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,1.29,,1.29
2011,2011-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,,,
2011,2011-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2011,2011-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,,17.42,,17.42
2011,2011-03-31,SHINHAN BANK,FOREIGN BANKS,False,,32.46,,32.46
2011,2011-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.07,,,10.07
2011,2011-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2011,2011-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,1562.44,24213.82,,25776.26
2011,2011-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,215.44,1004.39,,1219.83
2011,2011-03-31,UBS AG,FOREIGN BANKS,False,,108.38,,108.38
2011,2011-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,,,
2011,2011-03-31,FOREIGN BANKS,FOREIGN BANKS,True,7075.38,55686.61,,62761.99
2011,2011-03-31,STATE BANK OF INDORE,PUBLIC SECTOR BANKS,False,,,,
2011,2011-03-31,PUBLIC SECTOR BANKS,PUBLIC SECTOR BANKS,True,,,,
2011,2011-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,93035.08,717773.87,,810808.94
2010,2010-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,250.44,4108.47,,4358.91
2010,2010-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,885.07,6731.6,,7616.67
2010,2010-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,7895.33,87125.16,,95020.49
2010,2010-03-31,STATE BANK OF INDORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,149.14,2179.42,,2328.56
2010,2010-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,138.71,4624.58,,4763.29
2010,2010-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,385.23,4987.76,,5372.99
2010,2010-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,271.5,7908.47,,8179.97
2010,2010-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,9975.42,117665.46,,127640.88
2010,2010-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,978.82,6651.55,,7630.37
2010,2010-03-31,ANDHRA BANK,NATIONALISED BANKS,False,287.4,5287.47,,5574.87
2010,2010-03-31,BANK OF BARODA,NATIONALISED BANKS,False,2544.84,22572.97,,25117.81
2010,2010-03-31,BANK OF INDIA,NATIONALISED BANKS,False,3364.43,19166.71,,22531.14
2010,2010-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,209.05,8083.77,,8292.82
2010,2010-03-31,CANARA BANK,NATIONALISED BANKS,False,1777.01,14951.83,,16728.84
2010,2010-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,1461.41,16846.36,,18307.77
2010,2010-03-31,CORPORATION BANK,NATIONALISED BANKS,False,1035.4,10087.79,,11123.19
2010,2010-03-31,DENA BANK,NATIONALISED BANKS,False,214.92,4731.92,,4946.84
2010,2010-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,3112.62,31007.0,,34119.62
2010,2010-03-31,INDIAN BANK,NATIONALISED BANKS,False,987.76,9657.66,,10645.42
2010,2010-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,1899.17,12726.23,,14625.4
2010,2010-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,1214.89,14931.02,,16145.91
2010,2010-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,123.79,5670.65,,5794.44
2010,2010-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,3579.11,30717.36,,34296.47
2010,2010-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,1127.38,14681.36,,15808.74
2010,2010-03-31,UCO BANK,NATIONALISED BANKS,False,670.43,7829.96,,8500.39
2010,2010-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,2142.94,16543.26,,18686.2
2010,2010-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,460.32,6324.75,,6785.07
2010,2010-03-31,VIJAYA BANK,NATIONALISED BANKS,False,333.91,10276.68,,10610.59
2010,2010-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,27525.6,268746.3,,296271.9
2010,2010-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,3006.29,26674.33,,29680.62
2010,2010-03-31,BANK OF RAJASTHAN LTD,PRIVATE SECTOR BANKS,False,43.38,1037.8,,1081.18
2010,2010-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,27.76,568.63,,596.39
2010,2010-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,18.92,498.77,,517.69
2010,2010-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,38.01,380.47,,418.48
2010,2010-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,4.27,460.85,,465.12
2010,2010-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,386.0,6308.44,,6694.44
2010,2010-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,5685.75,25293.08,,30978.83
2010,2010-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,11126.95,63870.73,,74997.68
2010,2010-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,671.63,900.19,,1571.82
2010,2010-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,288.0,5593.76,,5881.76
2010,2010-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,452.61,2282.08,,2734.69
2010,2010-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,237.82,1896.37,,2134.19
2010,2010-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,270.82,983.72,,1254.54
2010,2010-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,676.59,5774.28,,6450.87
2010,2010-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,145.53,431.87,,577.4
2010,2010-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,1.11,378.46,,379.57
2010,2010-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,13.12,96.78,,109.9
2010,2010-03-31,SBI COMMERCIAL & INTERNATIONAL BANK LTD,PRIVATE SECTOR BANKS,False,3.98,23.98,,27.96
2010,2010-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,96.41,1567.64,,1664.05
2010,2010-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,101.72,954.91,,1056.63
2010,2010-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,276.22,1670.61,,1946.83
2010,2010-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,23572.89,147647.75,,171220.64
2010,2010-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2010,2010-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,11.68,18.36,,30.03
2010,2010-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,,,,
2010,2010-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,0.06,954.19,,954.25
2010,2010-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.2,16.1,,16.3
2010,2010-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,0.67,,0.67
2010,2010-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,575.0,,575.0
2010,2010-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,615.09,1412.3,,2027.39
2010,2010-03-31,BNP PARIBAS,FOREIGN BANKS,False,143.02,575.54,,718.56
2010,2010-03-31,CITIBANK N.A,FOREIGN BANKS,False,2220.1,12384.9,,14605.0
2010,2010-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,30.0,,30.0
2010,2010-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,16.91,,16.91
2010,2010-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,,755.93,,755.93
2010,2010-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,307.52,2034.75,,2342.27
2010,2010-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,
2010,2010-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,1157.71,10786.47,,11944.18
2010,2010-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,,1.83,,1.83
2010,2010-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,,152.07,,152.07
2010,2010-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,
2010,2010-03-31,KBC BANK N.V.,FOREIGN BANKS,False,,,,
2010,2010-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2010,2010-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,1.14,,1.14
2010,2010-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,0.8,,0.8
2010,2010-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,,,
2010,2010-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2010,2010-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,,37.58,,37.58
2010,2010-03-31,SHINHAN BANK,FOREIGN BANKS,False,,35.55,,35.55
2010,2010-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,40.07,45.0,,85.07
2010,2010-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2010,2010-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,1857.44,15332.62,,17190.07
2010,2010-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,291.63,1593.23,,1884.86
2010,2010-03-31,UBS AG,FOREIGN BANKS,False,,10.02,,10.02
2010,2010-03-31,FOREIGN BANKS,FOREIGN BANKS,True,6644.52,46770.96,,53415.48
2010,2010-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,67718.43,580830.47,,648548.9
2009,2009-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,232.63,4236.8,,4469.43
2009,2009-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,349.39,5506.5,,5855.89
2009,2009-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,6974.33,64104.97,,71079.3
